title,address,phoneNumber,website,rating,ratingCount,category,latitude,longitude,cid,normalized_website
"Dixie Construction Company, LLC",,(334) 494-9800,,5,1,Roofing contractor,,,17048282767010432302,
Johnny's Metal Roofing,"2679 Co Rd 211, Rainsville, AL 35986",(256) 717-6113,,4.4,7,Roofing contractor,34.4475439,-85.8606279,13423162554029704047,
Total Roofing,"5691 Spring Creek Rd, Montevallo, AL 35115","(205) 432-8395
",https://www.facebook.com/TotalRoofingAL,5,3,Roofing contractor,33.1396915,-86.78290059999999,8604526427900262406,facebook.com/totalroofingal
Modern Home Improvements LLC,"22921 Fleeta Rd, Opp, AL 36467",(334) 820-9991,,5,3,Handyman/Handywoman/Handyperson,31.315949699999997,-86.2421208,4605812062873000913,
"Eagle Roofing & Repairs, LLC",,(334) 320-6591,,,,Roofing contractor,,,14720473498823798031,
Summit Roofing Professionals,,(704) 578-4756,,5,1,Roofing contractor,,,11313161199775613769,
K & M Roofing,"211 S Canal St, Samson, AL 36477",(334) 449-0219,,,,Roofing contractor,31.107390899999995,-86.0513908,18138056253598725015,
Seven Fold Roofing,"27035 John T Reid Pkwy, Scottsboro, AL 35768","(256) 407-3003
",https://www.sevenfoldroofing.com/,4.5,28,Roofing contractor,34.6955047,-85.98538719999999,2914367905008467716,sevenfoldroofing.com
"Mid-Western Commercial Roofers, Inc.","7430 Hitt Rd, Mobile, AL 36695",(251) 633-7004,https://www.mid-westerncommercialroofers.com/,5,4,Roofing contractor,30.669084599999998,-88.2160591,3451230510524944378,mid-westerncommercialroofers.com
"Dixie Construction Company, LLC",,(334) 494-9800,,5,1,Roofing contractor,,,17048282767010432302,
Southern Blend Property Solutions LLC,,"(334) 579-7074
",http://sbpsolution.com/,4.8,113,Gutter service,,,12509469654138853453,sbpsolution.com
J D Johnson Roofing Inc,"295 Marshall Johnson Rd, Moundville, AL 35474",(205) 553-1715,https://jdjohnsonroofing.com/?page_id=40,5,1,Roofing contractor,32.9925,-87.6344,13464943594041962688,jdjohnsonroofing.com
River Valley Roofing & Construction,"120 Jefferson Ave, Muscle Shoals, AL 35661",(256) 320-5828,https://rivervalleyrac.com/,5,19,Roofing contractor,34.7447388,-87.66759739999999,15973558708089235284,rivervalleyrac.com
"MG ROOFING, INC.","2714 Avalon Ave, Muscle Shoals, AL 35661",(256) 381-0379,https://www.mgroofinginc.com/,4.9,33,Roofing contractor,34.74391800000001,-87.62833599999999,1891217247226176536,mgroofinginc.com
S&M Roofing LLC,"1840 Hatton School Rd, Leighton, AL 35646",(256) 446-0009,https://sm-roofingllc.com/,4.7,23,Roofing contractor,34.7528411,-87.4843483,10787954273287053715,sm-roofingllc.com
ICS Roofing & Construction Inc,"3312 N Jackson Hwy, Sheffield, AL 35660",(256) 383-4277,https://icsroofingco.com/,4.6,80,Roofing contractor,34.7654563,-87.6775117,13679276672482555911,icsroofingco.com
"Roof Tech Solutions, LLC","16000 Shaw Rd, Athens, AL 35611",(256) 273-5590,https://www.roof-techsolutions.com/,4.9,102,Roofing contractor,34.7911644,-87.12307679999999,18327612145971609864,roof-techsolutions.com
Pearl Roofing,"2230 Haviland Dr, Florence, AL 35630",(205) 530-4973,,4.9,58,Roofing contractor,34.833175499999996,-87.6759123,6068533727143323481,
Henderson Roofing,"1522 Co Rd 323, Florence, AL 35634",(256) 767-7166,http://www.hendersonroofing.net/,4.6,65,Roofing contractor,34.8595427,-87.60366590000001,10745034166284877170,hendersonroofing.net
Jagris Inc,"900 Woodmont Dr, Tuscumbia, AL 35674",(256) 381-5949,https://www.jagrisinc.com/,4.7,99,Roofing contractor,34.7224176,-87.69881529999999,7189119730135762504,jagrisinc.com
"Roof Maxx of Huntsville, AL",,(256) 740-5646,https://roofmaxx.com/find-a-dealer/alabama/huntsville/?utm_source=gmb,5,1,Roofing contractor,,,16105251214947135838,roofmaxx.com/find-a-dealer/alabama/huntsville
"Gann's Roofing & Siding, Inc.","4160 Lagrange Rd, Leighton, AL 35646",(256) 446-9767,http://gannsroofingandsiding.com/,4.8,25,Roofing contractor,34.6156477,-87.57776319999999,16732968036210839378,gannsroofingandsiding.com
"Ridgeline Exteriors, LLC","2261 US-72, Killen, AL 35645",(256) 764-7326,https://www.builtbyridgeline.com/,4.7,14,Construction company,34.8597342,-87.5306739,14052339865853258674,builtbyridgeline.com
Roof Armor LLC,,(205) 898-6008,https://www.roofarmoral.com/?utm_source=gmb-web&utm_medium=gmb&utm_campaign=gmb,4.9,139,Roofing contractor,,,17254692105983012797,roofarmoral.com
Yaxza Roofing and Gutters,"1114 Sterling Blvd, Sheffield, AL 35660",(888) 479-2940,https://www.theroofingnetworkusa.com/roofing-in-sheffield/,5,1,Roofing contractor,34.7546037,-87.69408279999999,14816830240850718857,theroofingnetworkusa.com/roofing-in-sheffield
CJ's Roofing and Home Remodeling,,(662) 601-0600,,5,1,Roofing contractor,,,682239279254699373,
F & S Roofing and Restoration INC,,(256) 497-6180,,5,2,Roofing contractor,,,5789662861418643965,
MDS Roof Doctors,"65 County Rd 11, Haleyville, AL 35565",(256) 980-7283,https://mdsroofdoctors.com/,4.6,9,Roofing contractor,34.25350950000001,-87.5747193,6001807392268761535,mdsroofdoctors.com
Renaissance Roofing,"5830 Co Rd 10, Florence, AL 35633",,,5,3,Roofing contractor,34.9886274,-87.7974749,17883000760939373055,
Yarco Roofing and Construction,"2509 Poovey Rd SE, Decatur, AL 35603",(256) 227-6998,http://www.yarcoroofing.com/,5,53,Roofing contractor,34.5617838,-86.9302864,16874972081638939294,yarcoroofing.com
Jagris Roofing of Huntsville,,(256) 394-4148,https://www.jagrisinc.com/,4.9,8,Roofing contractor,,,5224440342580972228,jagrisinc.com
Guaranteed Roofing & Remodeling,,(256) 398-2170,,5,5,Roofing contractor,,,14963223757464597605,
Southern Elite Roofing & Remodeling,"301 S Quintard Ave, Anniston, AL 36201",(256) 403-0279,https://southerneliteco.com/,5,29,Roofing contractor,33.6432444,-85.82561849999999,17426230771117936887,southerneliteco.com
SEC Roofing & Construction,"4221 Huntsville Rd, Florence, AL 35630",,,4,8,Roofing contractor,34.8242513,-87.62512919999999,13487626693494400953,
Vinyl siding and home renovation service,,(256) 221-3556,,4,5,Roofing contractor,,,911141678348808838,
P & G Construction Company Inc.,"6229 River Rd, Muscle Shoals, AL 35661",(256) 576-0036,http://www.pandgconstruction.com/,4.4,22,Roofing contractor,34.7858774,-87.51041959999999,8945411457259778491,pandgconstruction.com
Roof Armor Roofing & Renovations,,(248) 494-3169,https://www.roofarmoral.com/,5,1,Roofing contractor,,,6418674579265810288,roofarmoral.com
Frank's Roofing,"306 N 5th St, Gadsden, AL 35901",(256) 625-5152,https://franksroofingllc.com/,5,90,Roofing contractor,34.0194328,-86.0020711,17101976071340553482,franksroofingllc.com
Alabama Roofing,,(205) 285-9300,http://www.alabamaroofingllc.com/,4.2,39,Roofing contractor,,,13045891385293263428,alabamaroofingllc.com
Hollingsworth Roofing LLC,"1966 Iron City Rd, Anniston, AL 36207",(256) 689-0515,https://www.hollingsworthroofingco.com/,5,167,Roofing contractor,33.6731291,-85.66688549999999,14477639000649073679,hollingsworthroofingco.com
Heavener Roofing,"195 Co Rd 255, Iuka, MS 38852",,,4.8,4,Roofing contractor,34.7920793,-88.1464862,14988516737891993157,
White Oaks Construction & Roofing,"2415 12th St, Tuscaloosa, AL 35401",(205) 792-2559,https://whiteoaksconstruction.llc/?utm_source=google&utm_medium=gmb&utm_campaign=profile,4.9,68,Roofing contractor,33.2026958,-87.5663308,1867985156854723520,whiteoaksconstruction.llc
"Taylor Made Services Roofing, INC","10142 Hedgerow Dr, Mobile, AL 36695",(251) 270-1553,https://www.taylor-made-services.com/,4.8,22,Roofing contractor,30.6403699,-88.28166039999999,13921248226581223673,taylor-made-services.com
Complete Care and Repair LLC,"615 Geneva Ave, Muscle Shoals, AL 35661",,https://completecareandrepair.com/,5,4,General contractor,34.758789199999995,-87.665742,17941718758825260245,completecareandrepair.com
Saint's Handyman Service,,(662) 279-4298,https://www.facebook.com/share/12CkuV9AMow/,5,1,Handyman/Handywoman/Handyperson,,,6998711716312249720,facebook.com/share/12ckuv9amow
Jagris Inc.,,(256) 381-5949,https://jagrisinc.com/,,,Roofing contractor,,,8362916670557635108,jagrisinc.com
"One Call Roofing, LLC","5224 Creekside Loop, Birmingham, AL 35244","(205) 588-2786
",https://www.onecallroofing.com/,4.8,429,Roofing contractor,33.3369493,-86.8649652,8430626349066644716,onecallroofing.com
Davis Roofing,"6940 County Rd 50, Rogersville, AL 35652",(256) 577-0020,https://www.roofingrepairinflorenceal.com/contact/,,,Contractor,34.9069447,-87.32687399999999,15215173333011179309,roofingrepairinflorenceal.com/contact
New Generation Roofing,"715 E Madison St, Russellville, AL 35653",(256) 908-7942,,2.3,3,Roofing contractor,34.5049631,-87.7216677,14944806437891607370,
All Weather Roofing and Construction,"1172 West Interstate 65 Service Rd S, Mobile, AL 36609",(251) 217-2925,http://www.allweatherroofing.online/?utm_campaign=gmb,4.7,526,Roofing contractor,30.666420400000003,-88.12795369999999,14829420419959844678,allweatherroofing.online
One Call Service and Maintenance,"3605 AL-20, Florence, AL 35630",(256) 366-7460,https://onecallshoals.com/,5,5,Contractor,34.8124137,-87.72092339999999,3158438192749616870,onecallshoals.com
WPI General Contractors,"801 N Patton St, Florence, AL 35630",(256) 764-5544,http://choosewpi.com/,3.9,14,Roofing contractor,34.8177935,-87.6508784,11338188412968965339,choosewpi.com
Acclaim Restoration,"3837 Co Rd 30, Florence, AL 35634",(256) 740-5646,https://www.acclaimrestoration.com/,,,Roofing contractor,34.874254,-87.61108899999999,10041199593625980919,acclaimrestoration.com
Service Partners,"407 AL-20, Tuscumbia, AL 35674","(256) 718-2345
",https://www.service-partners.com/branches/al/florence/1518/?utm_source=google&utm_medium=Yext,4,5,Roofing contractor,34.70947640000001,-87.660675,16839655343922612424,service-partners.com/branches/al/florence/1518
Florence Alabama Handyman,,"(256) 577-7566
",https://florencealabamahandyman.com/,4.9,51,Handyman/Handywoman/Handyperson,,,11126417510955881123,florencealabamahandyman.com
"HelpWith, LLC",,"(256) 394-0146
",https://helpwithhandyman.com/,5,14,Handyman/Handywoman/Handyperson,,,2542735047318452311,helpwithhandyman.com
Roofer Near Me,"22011 AL-59, Robertsdale, AL 36567",(251) 550-7663,https://www.roofernearme.co/,4.7,12,Roofing contractor,30.546026,-87.70875269999999,13518319044490202825,roofernearme.co
Berrys Leak Solutions,"1011 Midland Ave, Muscle Shoals, AL 35661",(256) 919-9936,,,,Roofing contractor,34.752754599999996,-87.65558709999999,10263565074351953493,
Higdon Roofing,"355 N Greenway Dr, Trinity, AL 35673",(256) 351-1736,,3,2,Roofing contractor,34.60164100000001,-87.08155099999999,3190037530180890629,
A-Corp Roofing And Construction,"4351 Parkway Dr, Florence, AL 35634",(256) 366-8618,,,,General contractor,34.8711717,-87.6569662,11861193029751943653,
"Complete Homeworks, Inc.","429 Green Springs Hwy STE 161-353, Birmingham, AL 35209",(205) 208-7012,,5,1,Roofing contractor,33.464563399999996,-86.819104,8310091183442961949,
Powells Roofing And Remodeling,,(256) 335-6451,,,,Roofing contractor,,,16375632582063582531,
Ray's Roofing and Construction LLC,"5118 Appleton Rd, Brewton, AL 36426","(251) 753-9403
",https://www.rayroofingandconstruction.com/,4.7,60,Roofing contractor,31.1733744,-87.0913059,12052226160061421027,rayroofingandconstruction.com
Abram Roofing,"1831 E 3 Notch St Suite C2, Andalusia, AL 36421","(334) 489-1500
",http://abramroofing.com/,5,83,Roofing contractor,31.3244991,-86.46298250000001,17439771871950913993,abramroofing.com
"Thomas Roofing Solutions, LLC","2501 Bookers Mill Rd, Evergreen, AL 36401","(251) 230-7663
",http://www.thomasroofingsolutions.net/,5,1,Roofing contractor,31.5298709,-87.044167,1169274602261919045,thomasroofingsolutions.net
Roof Care Solutions,,"(334) 464-4440
",https://roofcare.pro/roofing-in-andalusia-al,5,22,Roofing contractor,,,319388891707236954,roofcare.pro/roofing-in-andalusia-al
Hollinghead Roofing,,"(334) 488-5251
",http://www.hollingheadroofing.com/,5,4,Roofing contractor,,,7535418769433037214,hollingheadroofing.com
Express Roofing LLC,"430 Greenville Bypass, Greenville, AL 36037","(334) 382-0632
",https://www.expressroofingpros.com/,4.5,15,Roofing contractor,31.846304499999995,-86.6249296,3836477343847326869,expressroofingpros.com
Roof Care Solutions LLC,,"(334) 764-3415
",https://www.roofcare.pro/,5,25,Roofing contractor,,,5401435362231031626,roofcare.pro
Crimson Roofing LLC,,"(334) 303-6875
",https://www.crimsonroofingllc.com/,5,17,Roofing contractor,,,10130835254163882855,crimsonroofingllc.com
Wedgeworth Roofing,"374 Forest Hill Rd, Flomaton, AL 36441","(251) 296-3718
",,5,2,Roofing contractor,31.024442599999997,-87.2671117,5755386792990193090,
"Sure Flows Seamless Gutters, LLC",,"(334) 804-8517
",https://www.guttersureflows.com/,5,15,Gutter service,,,4295773825520974482,guttersureflows.com
Envision Roofing,,(334) 531-4970,https://envisionroofingcompany.com/?utm_source=google&utm_medium=gmb&utm_campaign=seo,4.9,28,Roofing contractor,,,6883839834048365772,envisionroofingcompany.com
Xtreme Roofing And Repairs LLC,,(205) 445-4489,https://xtremeroofingandrepairs.com/,4.9,22,Roofing contractor,,,9054896296826279742,xtremeroofingandrepairs.com
Homesouth Roofing,"3996 US-231, Wetumpka, AL 36093",(334) 202-3975,https://www.homesouthroofing.com/,4.8,87,Roofing contractor,32.4996291,-86.2159688,1749916728625804764,homesouthroofing.com
Dunning Roofing,"2170 River Oaks Dr, Jackson's Gap, AL 36861",(256) 307-7601,http://dunningroofingal.com/,4.9,112,Roofing contractor,32.8644854,-85.8977386,6853376738067097193,dunningroofingal.com
Cutting Edge Roofing LLC.,,(334) 440-4736,http://www.cuttingedgeroofingllc.com/,4.5,32,Roofing contractor,,,6632831111214731018,cuttingedgeroofingllc.com
"Alabama Roof Detectives, LLC",,(205) 826-4915,https://alroofdetectives.com/,5,42,Roofing contractor,,,7252324949553594289,alroofdetectives.com
Ron's Woofing LLC,"5254 Kowaliga Rd, Eclectic, AL 36024",(334) 215-0070,https://www.ronswoofing.com/,4.4,13,Roofing contractor,32.689261699999996,-86.0096973,15092014245914684725,ronswoofing.com
Righteous Roofing & Restoration,"4079B Helena Rd #104, Helena, AL 35080",(205) 864-4141,,5,3,Roofing contractor,33.2959379,-86.8438398,16155533018777749278,
Steel City Roofers,"4459 Englewood Rd, Helena, AL 35080",(205) 542-3410,https://steelcityroofers.com/,4.9,76,Roofing contractor,33.2798325,-86.8389929,8554343175782681992,steelcityroofers.com
Eagle C Roofing LLC,"147 Reka St, Elmore, AL 36025",(334) 202-5082,https://eaglecroofingllc.com/,5,10,Roofing contractor,32.5212742,-86.3504103,12903017158664101247,eaglecroofingllc.com
Envision Roofing,,(334) 531-4970,https://www.envisionroofingcompany.com/,,,Roofing contractor,,,14021648489034306179,envisionroofingcompany.com
"All-V Roofing and Restoration, LLC","Unmanned Location, 1550 Opelika Rd Suite 6 Box 296, Auburn, AL 36830","(334) 319-2759
",http://www.allvroofing.com/,4.9,27,Roofing contractor,32.623765999999996,-85.4463617,16329036619071811414,allvroofing.com
Lake Martin Roofing LLC,,(256) 827-9003,,,,Roofing contractor,,,9375467560196609953,
A-1 Quality Roofing,"Sylacauga, AL 35150","(256) 626-9000
",http://a1qualityroofing.godaddysites.com/,4,12,Roofing contractor,33.1731895,-86.2516323,8330611216378358614,a1qualityroofing.godaddysites.com
Daniel Morris Roofing & Construction,"1139 Memory Ln, Equality, AL 36026",(251) 454-3030,,5,7,Roofing contractor,32.775931899999996,-86.0109753,8805767499947541782,
Precise Roofing and Restoration,,"(256) 403-2183
",https://www.preciseroofingrestoration.com/,5,3,Roofing contractor,,,729104862718831512,preciseroofingrestoration.com
A & E Metal Roofing Supply Central,"239 McClellan Industrial Dr, Kellyton, AL 35089","(256) 329-0034
",http://www.aemetalroofing.com/,4.8,67,Roofing supply store,32.9709673,-86.0311085,5616546613015863020,aemetalroofing.com
Harold Kelly Roofing,"348 Amberwood Ln, Sylacauga, AL 35151","(256) 267-1340
",https://www.theroofingnetworkusa.com/roofing-in-sylacauga/,3,2,Roofing contractor,33.1873109,-86.3248035,2088241974156881884,theroofingnetworkusa.com/roofing-in-sylacauga
Terrell Roofing,"1611 Hood Ave, Scottsboro, AL 35769","(256) 599-8782
",http://www.terrell-roofing.com/,4.9,31,Roofing contractor,34.657058899999996,-86.01268700000001,8631642333317049334,terrell-roofing.com
Eagle Roofing,"4803 20th Ave, Valley, AL 36854","(334) 758-6628
",https://www.eaglerfng.com/,5,23,Roofing contractor,32.8252157,-85.1744135,7999737020314814219,eaglerfng.com
Abram Roofing,"1831 E 3 Notch St Suite C2, Andalusia, AL 36421",(334) 489-1500,http://abramroofing.com/,5,83,Roofing contractor,31.3244991,-86.46298250000001,17439771871950913993,abramroofing.com
Roof Care Solutions,,(334) 464-4440,https://roofcare.pro/roofing-in-andalusia-al,5,22,Roofing contractor,,,319388891707236954,roofcare.pro/roofing-in-andalusia-al
Roof Care Solutions LLC,,(334) 764-3415,https://www.roofcare.pro/,5,25,Roofing contractor,,,5401435362231031626,roofcare.pro
Taylor Construction and Roofing,"3189 County Rd 2253, Goshen, AL 36035",(334) 657-7542,https://taylorconstructionandroofing.com/,4.8,77,Roofing contractor,31.695494099999998,-86.10095919999999,12714436570351882109,taylorconstructionandroofing.com
Xtreme Roofing And Repairs LLC,,(205) 445-4489,https://xtremeroofingandrepairs.com/,4.9,22,Roofing contractor,,,9054896296826279742,xtremeroofingandrepairs.com
Island Roof Repair LLC,,(251) 284-8655,,4.9,75,Roofing contractor,,,819842533370168038,
B.A. Roofing & Construction LLC,,(256) 614-5616,https://www.baroofingandconstruction.com/,5,61,Roofing contractor,,,1856046042016835795,baroofingandconstruction.com
Reed's Roofing Company,,(334) 764-4216,http://www.reedsroofingcompany.com/,5,1,Roofing contractor,,,756143089017602574,reedsroofingcompany.com
Alabama Reliable Roofing,,(205) 369-9630,http://alabamareliableroofing.com/,4.9,72,Roofing contractor,,,12789845782238329905,alabamareliableroofing.com
Ray's Roofing and Construction LLC,"5118 Appleton Rd, Brewton, AL 36426",(251) 753-9403,https://www.rayroofingandconstruction.com/,4.7,60,Roofing contractor,31.1733744,-87.0913059,12052226160061421027,rayroofingandconstruction.com
Super Roofers & Construction,"25341 AL-181 Suite 201, Daphne, AL 36526","(251) 259-2909
",https://hiresuperroofers.com/daphne/,5,38,Roofing contractor,30.594401700000002,-87.85283989999999,15556361535169295054,hiresuperroofers.com/daphne
Wright's Roofing & Contracting,"2055 Cong W L Dickinson Dr, Montgomery, AL 36109","(334) 657-4475
",https://wrightsroofingandcontracting.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,4.9,54,Roofing contractor,32.412309,-86.2461469,8803611107036070610,wrightsroofingandcontracting.com
"All Things Covered Roofing, LLC",,"(256) 759-3345
",,4.7,36,Roofing contractor,,,4133634268695025390,
Southern Roofing Systems of Fairhope,,"(251) 280-1671
",https://www.southernroofingsystems.com/roofing-contractors/alabama/fairhope,5,20,Roofing contractor,,,9829333065762727449,southernroofingsystems.com/roofing-contractors/alabama/fairhope
Southern Roofing Systems of Spanish Fort,,"(251) 220-8496
",https://www.southernroofingsystems.com/roofing-contractors/alabama/spanish-fort,5,28,Roofing contractor,,,16473292849672674377,southernroofingsystems.com/roofing-contractors/alabama/spanish-fort
Hollinghead Roofing,,"(334) 488-5251
",http://www.hollingheadroofing.com/,5,4,Roofing contractor,,,7535418769433037214,hollingheadroofing.com
Roofing Pros,,(205) 265-1000,http://roofingprosal.com/,5,15,Roofing contractor,,,13062528678446193490,roofingprosal.com
Tri-City Metal Roofing,"1163 5th St, Florala, AL 36442",(334) 858-6650,,4.8,28,Roofing contractor,31.0052466,-86.32932,12103049170736202660,
Eagle C Roofing LLC,"147 Reka St, Elmore, AL 36025",(334) 202-5082,https://eaglecroofingllc.com/,5,10,Roofing contractor,32.5212742,-86.3504103,12903017158664101247,eaglecroofingllc.com
Alabama Discount Roofing,"2108 Adkins Pl, Moody, AL 35004",(205) 821-7247,https://alabamadiscountroofing.com/,5,70,Roofing contractor,33.5988152,-86.48715709999999,16760116121323658942,alabamadiscountroofing.com
Ridgeline Roofing & Restoration,"1320 6th Ave SE, Decatur, AL 35601",(256) 677-6118,https://www.ridgeline-roofing.com/,5,221,Roofing contractor,34.58645670000001,-86.9800949,1523712979434417024,ridgeline-roofing.com
CJ's Roofing and Home Remodeling,,(662) 601-0600,,5,1,Roofing contractor,,,682239279254699373,
Top Tier Roofing,"1994 US Hwy 78 E, Oxford, AL 36203",(256) 454-3686,http://toptierroof.com/,4.9,80,Roofing contractor,33.6146787,-85.78987029999999,8478968638260013678,toptierroof.com
River Restoration,,(256) 284-2472,http://www.riverrestorational.com/,5,8,Roofing contractor,,,10741637605296644697,riverrestorational.com
Gulf Shores Roof Repair,,(251) 200-4643,,5,1,Roofing contractor,,,1875991361668305390,
S&M Roofing LLC,"1840 Hatton School Rd, Leighton, AL 35646",(256) 446-0009,https://sm-roofingllc.com/,4.7,23,Roofing contractor,34.7528411,-87.4843483,10787954273287053715,sm-roofingllc.com
Ridgeline Roofing & Restoration,"1320 6th Ave SE, Decatur, AL 35601",(256) 677-6118,https://www.ridgeline-roofing.com/,5,221,Roofing contractor,34.58645670000001,-86.9800949,1523712979434417024,ridgeline-roofing.com
"USA Roofing & Gutters, LLC","816 6th Ave SE, Decatur, AL 35601",(256) 661-7663,http://www.usaroofing.us/,4.9,94,Roofing contractor,34.5955631,-86.9799764,15723539946619375160,usaroofing.us
Full Service Roofing,,(205) 478-6246,https://www.fullserviceroofingal.com/,5,1,Roofing contractor,,,7062598001497952664,fullserviceroofingal.com
Complete Roofing,"25476 Friendship Rd Suite E, Daphne, AL 36526",(251) 313-6156,https://completeroofco.com/alabama-coast-residential-commercial-roofing/,5,168,Roofing contractor,30.596254799999997,-87.8769346,17303042133707189586,completeroofco.com/alabama-coast-residential-commercial-roofing
Hometown Roofing & Restorations,"1915 Courson Ct Suite 400, Leeds, AL 35094",(205) 984-4777,https://htroofers.com/,4.5,16,Roofing contractor,33.556377,-86.523641,10880444185623648068,htroofers.com
Quality Roofing LLC,"3776 Sullivan St f, Madison, AL 35758",(256) 325-2277,http://www.qualityroofingllc.net/,5,24,Roofing contractor,34.680248999999996,-86.752563,7166789933007032,qualityroofingllc.net
B&B Roofing Company - Michael Burnett,"2303 Country Club Rd SE, Decatur, AL 35601",(256) 355-7826,http://www.bbroofinginc.com/,4.8,24,Roofing contractor,34.5703855,-86.9668197,14451012851110692483,bbroofinginc.com
Impact Roofing,"1700 US Hwy 72 E, Athens, AL 35611",(256) 333-2363,https://impactroofing.us/?utm_source=gbp&utm_medium=organic,5,619,Roofing contractor,34.7811581,-86.93452909999999,3764279632921772525,impactroofing.us
Roof Restorations Inc,"18223 Glen Ln, Athens, AL 35613",(256) 808-4833,,5,13,Roofing contractor,34.820907000000005,-86.8313067,14108941144248149474,
Eagle C Roofing LLC,"147 Reka St, Elmore, AL 36025",(334) 202-5082,https://eaglecroofingllc.com/,5,10,Roofing contractor,32.5212742,-86.3504103,12903017158664101247,eaglecroofingllc.com
Alliance Roofing & Restoration,"605 US-31 STE A, Athens, AL 35611",(256) 444-5694,https://allianceroofingrestoration.com/,5,2,Roofing contractor,34.792667,-86.95548199999999,11435762432637575740,allianceroofingrestoration.com
21st Century Roofing,"88 Forest Ave, Luverne, AL 36049",(334) 535-0340,https://www.theroofingnetworkusa.com/roofing-in-luverne/,4,1,Roofing contractor,31.7176515,-86.263553,4053137261104828122,theroofingnetworkusa.com/roofing-in-luverne
WW Restoration LLC Professional Roofing,"5860 Antioch Rd, Randolph, AL 36792",,https://wwrestorationllc.com/,4.8,94,Roofing contractor,32.9395751,-86.97658709999999,8839277998416746805,wwrestorationllc.com
Bar-B Windows & Roofing,"216 Central Ave, Oxford, AL 36203",(256) 792-6073,http://www.barbroofing.com/,4.8,169,Roofing contractor,33.6119425,-85.82062169999999,13553282436579581955,barbroofing.com
AAA Roofing,"5192 US-78, Oxford, AL 36203",(256) 835-7700,,4.5,26,Roofing contractor,33.5975626,-85.93297659999999,3558803792264492595,
Strength Roofing,"328 Strength Ln, Frisco City, AL 36445",(251) 862-2545,,4,3,Roofing contractor,31.342853699999996,-87.40978319999999,14675563168715938499,
RoofLife,"233c Deatsville Hwy, Millbrook, AL 36054",(334) 451-1153,https://roofyourlife.com/,5,58,Roofing contractor,32.5200275,-86.37617039999999,11181176940950708059,roofyourlife.com
Southern Roofing Co,"2551 Lower Wetumpka Rd, Montgomery, AL 36110",(334) 269-9917,https://www.southernroofing.net/,4.1,12,Roofing contractor,32.408417799999995,-86.28896759999999,5000854324044904455,southernroofing.net
Henderson Roofing,"1522 Co Rd 323, Florence, AL 35634",(256) 767-7166,http://www.hendersonroofing.net/,4.6,65,Roofing contractor,34.8595427,-87.60366590000001,10745034166284877170,hendersonroofing.net
South States Roof Cleaning,"701 Sanford Rd, Andalusia, AL 36420",(334) 764-9274,,5,28,Pressure washing service,31.3129309,-86.45371639999999,5720591923090086066,
"LTR Roofing - ""Luther the Roofer""",,"(334) 709-0814
",http://luthertheroofer.com/,5,3,Contractor,,,18387310210572512276,luthertheroofer.com
Taylor Construction and Roofing,"3189 County Rd 2253, Goshen, AL 36035","(334) 657-7542
",https://taylorconstructionandroofing.com/,4.8,77,Roofing contractor,31.695494099999998,-86.10095919999999,12714436570351882109,taylorconstructionandroofing.com
Roof Care Solutions,,"(334) 464-4440
",https://roofcare.pro/roofing-in-andalusia-al,5,22,Roofing contractor,,,319388891707236954,roofcare.pro/roofing-in-andalusia-al
Roof Care Solutions LLC,,"(334) 764-3415
",https://www.roofcare.pro/,5,25,Roofing contractor,,,5401435362231031626,roofcare.pro
Reed's Roofing Company,,(334) 764-4216,http://www.reedsroofingcompany.com/,5,1,Roofing contractor,,,756143089017602574,reedsroofingcompany.com
Abram Roofing,"1831 E 3 Notch St Suite C2, Andalusia, AL 36421","(334) 489-1500
",http://abramroofing.com/,5,83,Roofing contractor,31.3244991,-86.46298250000001,17439771871950913993,abramroofing.com
21st Century Roofing,"88 Forest Ave, Luverne, AL 36049",(334) 535-0340,https://www.theroofingnetworkusa.com/roofing-in-luverne/,4,1,Roofing contractor,31.7176515,-86.263553,4053137261104828122,theroofingnetworkusa.com/roofing-in-luverne
Hollinghead Roofing,,"(334) 488-5251
",http://www.hollingheadroofing.com/,5,4,Roofing contractor,,,7535418769433037214,hollingheadroofing.com
Waters Roofing LLC,,"(334) 406-1085
",http://www.watersroofingllc.com/,5,2,Roofing contractor,,,12015694385039974719,watersroofingllc.com
Express Roofing LLC,"430 Greenville Bypass, Greenville, AL 36037","(334) 382-0632
",https://www.expressroofingpros.com/,4.5,15,Roofing contractor,31.846304499999995,-86.6249296,3836477343847326869,expressroofingpros.com
B&A Roofing - North Alabama,"417 3rd Ave SW Suite 275, Cullman, AL 35055","(256) 692-5527
",https://www.baroofings.com/service-area/cullman-county-al/,5,112,Roofing contractor,34.1724603,-86.8442302,2383611928181954184,baroofings.com/service-area/cullman-county-al
"Top Choice Roofing, LLC","651 Co Rd 384, Cullman, AL 35057","(256) 620-5482
",https://www.thetopchoiceroofing.com/,5,94,Roofing contractor,34.074568,-86.944865,17804353641808260830,thetopchoiceroofing.com
Bullard Roofing,"113 3rd St SW, Cullman, AL 35055","(205) 772-9967
",http://bullardroofing.com/,4.9,368,Roofing contractor,34.1754572,-86.84352419999999,12188833688189596090,bullardroofing.com
